N,Trial,Latency_ns,App_Bandwidth_GBps,Perf_Bandwidth_GBps,Perf_Elapsed,Cache_Misses,L1-dcache-load-misses,LLC-load-misses,LLC-loads
100,5,13176.77,0.06071290612191,3.6459146650065697,0.0015678219497203827,95901,5214896,24117,765380
100,6,12600.85,0.0634877805862303,6.195083311626321,0.0013979626819491386,145299,5209404,28787,760706
100,7,13059.0,0.06126043341756643,3.750354097708967,0.0012276126071810722,77242,5386643,19778,742425
100,8,13304.9,0.06012822343647829,2.8670152118331877,0.0012097163125872612,58188,5409377,15625,766459
100,9,12905.19,0.06199056348647327,2.9206527712105914,0.0013117846101522446,64278,5209356,16646,782260
100,10,12496.51,0.06401787379036226,2.163860208132487,0.0015987968072295189,58042,5255121,15619,766430
200,1,6453.37,0.061983118897568246,2.13046196646108,0.0015506437048316002,55425,5468141,20528,793031
200,2,6064.71,0.06595533834264128,2.860831010420369,0.0011947676539421082,57345,5131509,11554,771459
200,3,6506.18,0.0614800082383211,3.0488831832117143,0.001205706037580967,61674,5218020,12867,803250
200,4,6319.855,0.06329259136483353,2.1835288389000187,0.0015913015231490135,58295,5190943,11632,756947
200,5,6515.475,0.061392300638096226,2.5311438995757203,0.0013383319601416588,56833,5698341,22693,892033
200,6,6483.145,0.06169845036629599,1.7372387702020613,0.0016574813053011894,48309,5423765,17995,796758
200,7,6492.26,0.06161182700631213,2.702903413246673,0.0015114275738596916,68539,5220357,17957,761940
200,8,6188.225,0.06463889079663393,2.0832122349355946,0.001584269106388092,55371,5705604,21977,893770
200,9,6476.8,0.06175889328063241,2.9540576076435743,0.001240273006260395,61469,5365991,15694,748319
200,10,6337.19,0.06311945830880879,3.291792057824507,0.0014139795675873756,78090,5112340,15032,748686
300,1,4179.723333333333,0.06316207532077482,2.1316975637028697,0.0015291934832930565,54690,5712396,21042,883753
300,2,4181.806666666666,0.06313060862051649,2.4335997346019065,0.0013306709006428719,54330,5244233,14985,767692
300,3,4258.58,0.06199249515096582,2.7155296623441707,0.0011893361806869507,54185,5274383,10692,729989
300,4,4206.62,0.06275822394226244,1.8997784676609184,0.0017261635512113571,55018,5142542,10971,764552
300,5,4290.506666666667,0.06153119445100501,2.763326197849118,0.0011281268671154976,52301,5687012,20742,895994
300,6,4358.826666666667,0.0605667580266249,2.558937479795904,0.0011466313153505325,49227,5283169,9487,731493
300,7,4251.36,0.06209777577057694,2.000036990958177,0.0015106219798326492,50689,5384649,14869,778902
300,8,4197.676666666666,0.06289193307726576,1.9846681578128407,0.0015980619937181473,53211,5721699,20454,899030
300,9,4251.84,0.062090765409799055,1.9974098679705428,0.0015504471957683563,51957,5197009,14533,769994
300,10,4284.9366666666665,0.061611179006146335,2.883117214151287,0.0013153422623872757,63624,5227176,16678,775650
400,1,3426.6425,0.05836617038398374,2.4303312304513085,0.0012285467237234116,50093,5700839,19079,891836
400,2,3445.865,0.05804057907085739,2.383215887058141,0.0012325514107942581,49282,5365873,13538,757197
400,3,3413.86,0.05858471056223747,3.212030281211397,0.0012507764622569084,67403,5217058,17193,777525
400,4,3441.9575,0.05810646993752828,2.4655854916924977,0.0012796362861990929,52933,5291610,14168,769931
400,5,3465.3775,0.05771377000052664,2.6557903384531425,0.0012832842767238617,57179,5191618,15559,762543
400,6,3407.36,0.05869646882043576,1.990625320184225,0.001481623388826847,49482,5300011,14673,778447
400,7,3389.735,0.05900166237183733,2.324759115253018,0.0012403922155499458,48379,5704048,18883,895707
400,8,3420.4925,0.058471111981681,1.884554593159259,0.0017087645828723907,54027,5125142,10375,744643
400,9,3460.21,0.057799960118027516,2.6562660559182714,0.0012634200975298882,56304,5627088,16584,862528
400,10,3513.565,0.0569222427932883,2.870769652734393,0.0012223981320858002,58875,5287166,15933,760018
500,1,2824.722,0.056642742188434826,3.1601556365665586,0.0012750616297125816,67602,5338724,17772,742180
500,2,2826.03,0.056616525656132455,2.4672566449330624,0.0012736963108181953,52723,5362535,14422,746392
500,3,2783.194,0.05748790777789834,2.0047840651115703,0.0016356324777007103,55014,5176510,14266,764574
500,4,2825.796,0.05662121398713849,1.8544479461165517,0.0015851520001888275,49318,5189430,9935,752964
500,5,2769.12,0.05778008898133703,1.7397002347545627,0.0016594873741269112,48436,5200810,13323,772217
500,6,2757.212,0.05802963283200566,2.3371829436107157,0.0014930088073015213,58543,5250837,16238,769114
500,7,2826.872,0.05659966210001726,2.1964942879567455,0.001281537115573883,47226,5307448,13499,783288
500,8,2796.666,0.05721097907293899,2.2378263212775957,0.0014049196615815163,52747,5190084,14327,761149
500,9,2840.728,0.05632359029093951,2.6037750926754915,0.001258673146367073,54984,5267264,10912,737207
500,10,2835.864,0.05642019504461427,1.8063586987357156,0.0017563709989190102,53228,5332637,15436,779082
600,1,2248.83,0.05691848650186986,2.9196905023708717,0.0012908019125461578,63229,5416573,17774,760000
600,2,2269.6966666666667,0.056395201120854624,2.072569161297393,0.0014447281137108803,50236,5213100,13664,770592
600,3,2229.846666666667,0.05740305013498686,2.6266228403172107,0.0012291166931390762,54164,5365768,15257,768112
600,4,2282.1216666666664,0.05608815773041607,2.0246481723661813,0.0016336571425199509,55492,5248441,15320,769752
600,5,2247.02,0.05696433498589243,1.6930011265498484,0.0016583669930696487,47104,5721720,19149,887907
600,6,2250.6216666666664,0.05687317504126638,2.768154326541256,0.001253587193787098,58219,5328186,14833,757153
600,7,2242.485,0.05707953453423323,1.8817976127314644,0.0015657879412174225,49434,5345417,14184,768354
600,8,2309.4883333333332,0.05542353176352915,3.4684804407181,0.001233428716659546,71775,5267255,17956,761199
600,9,2250.3333333333335,0.056880462153755,1.8968184008295383,0.0033555254340171814,106784,5169611,19487,760736
600,10,2228.995,0.05742498300803726,7.986979874378994,0.0012200064957141876,163480,5164111,31383,763464
700,1,2037.3214285714287,0.054974143220264705,5.5467281322262005,0.0012541767209768295,116712,5392805,30425,769921
700,2,1973.4857142857143,0.05675237433402826,4.0606686862947186,0.0013997005298733711,95357,5368284,22938,766058
700,3,1956.9414285714286,0.057232167690251336,4.088359658841062,0.0012517040595412254,85856,5192229,21393,769913
700,4,1956.1957142857143,0.0572539849576839,2.581551269492395,0.0016970420256257057,73501,5134198,14135,756140
700,5,2003.902857142857,0.05589093283677851,3.0604173277439943,0.001253240741789341,64348,5367557,16860,746332
700,6,1955.8985714285714,0.057262683063465894,2.15050958775582,0.0015881843864917755,57301,5204527,15602,766260
700,7,1975.56,0.05669278584300148,2.6284462461478824,0.0012396704405546188,54667,5099515,9828,750317
700,8,1978.41,0.056611117008102466,2.468600545048206,0.0013218484818935394,54746,5270569,11430,742019
700,9,1962.8785714285714,0.05705905685163554,2.1980269872830016,0.0017555765807628632,64740,5227983,17088,765484
700,10,1954.652857142857,0.057299176982102046,2.5240276580918883,0.001355258747935295,57390,5102749,12194,749335
800,1,1699.80375,0.0564771080190875,2.479477679026805,0.0012691011652350426,52793,5199911,9836,756096
800,2,1678.11625,0.0572070021966595,2.1912711290073754,0.0015514874830842018,57038,5114733,11797,748609
800,3,1659.66625,0.05784295487119775,1.754335717262082,0.0016427552327513695,48351,5261841,13260,766750
800,4,1694.025,0.05666976579448355,2.704205739648833,0.0012413309887051582,56318,5373270,15045,751691
800,5,1681.27125,0.057099650041597984,2.411513705069791,0.001274862326681614,51579,5710622,19968,888358
800,6,1680.7375,0.057117783116042806,10.024976243754406,0.0012153014540672302,204403,5292977,48403,787245
800,7,1685.3575,0.05696120852697425,2.522765422035879,0.0016361968591809273,69252,5401650,21686,785746
800,8,1681.52,0.05709120319710738,2.5233352750939075,0.0016227411106228828,68698,5169892,13027,755298
800,9,1669.1375,0.057514734406242746,3.4230273114962344,0.0012830132618546486,73682,5096905,14044,749686
800,10,1683.13625,0.05703638074457727,2.6701292835770336,0.0012372387573122978,55425,5267917,9779,732896
900,1,1522.19,0.05781144272397007,2.601260220961343,0.0012889904901385307,56254,5315226,11269,746132
900,2,1531.8377777777778,0.057447336314985484,3.313295873303959,0.001299276016652584,72224,5355974,17603,741718
900,3,1556.59,0.05653383357210312,2.1427946757496033,0.0016591595485806465,59647,5306178,15946,771013
900,4,1532.2,0.057433755384414566,2.4254593117986216,0.0013095056638121605,53287,5689365,20084,890132
900,5,1569.8166666666666,0.05605750140674601,2.555211403013773,0.001336829736828804,57309,5241503,10754,779582
900,6,1547.9122222222222,0.05685076888511479,1.9144992845663598,0.0016382643952965736,52621,5189679,13552,766972
900,7,1523.2277777777779,0.057772055685842566,2.547969620757098,0.0014223409816622734,60802,5218643,16041,765110
900,8,1588.1755555555555,0.0554094915339614,2.288919584308333,0.0013289256021380424,51033,5373877,12702,747396
900,9,1559.6277777777777,0.05642371933474155,2.5209186458944814,0.0013152221217751503,55626,5238777,11260,746102
900,10,1558.86,0.056451509436382996,2.487632184106102,0.0012971917167305946,54139,5353627,14420,740683
1000,1,1392.371,0.057455951036038524,2.0394743936733355,0.001675439067184925,57328,5195391,11597,746043
1000,2,1411.885,0.056661838605835464,3.017095313658682,0.001319953240454197,66814,5187366,12760,794396
1000,3,1411.605,0.056673077808593764,4.734505404905471,0.00177729781717062,141174,5176256,27149,760728
1000,4,1367.813,0.058487527169284105,3.451674708142298,0.0013036895543336868,75496,5284585,18904,768432
1000,5,1407.677,0.05683121909358468,2.6926620849937497,0.0012694969773292542,57350,5314166,10196,732266
1000,6,1422.228,0.05624977148530334,1.5768694094903006,0.0017660614103078842,46722,5268718,12712,769443
1000,7,1406.199,0.056890952134086285,1.7670129636167209,0.0016646338626742363,49349,5249925,13681,775814
1000,8,1403.198,0.05701262402027369,2.2870105971640355,0.0013153618201613426,50470,5253935,13854,768624
1000,9,1390.07,0.05755105857978375,2.1659672269565,0.0012618433684110641,45854,5116508,8461,757784
1000,10,1400.102,0.05713869418085254,2.3229806079039728,0.0012811385095119476,49930,5381511,12884,750387
1500,1,845.488,0.05677194708854531,2.4722535221291,0.001177794300019741,48852,5719390,18537,898097
1500,2,834.7326666666667,0.05750344022317724,2.548338586014746,0.0011710943654179573,50069,5217402,13444,769829
1500,3,844.3973333333333,0.05684527663122258,2.282154815445882,0.0011751661077141762,44995,5284230,8365,742243
1500,4,842.9746666666666,0.056941212942737705,2.314720386852369,0.001155954785645008,44891,5742006,17519,904118
1500,5,836.6933333333334,0.05736868944416114,2.681298570492839,0.0011317841708660126,50913,5316934,13333,757170
1500,6,838.086,0.05727335858133891,1.902513429922228,0.0015209494158625603,48547,5718201,18630,899287
1500,7,838.1586666666667,0.05726839309661337,2.734246357405173,0.0011239498853683472,51559,5370847,13014,749888
1500,8,830.7226666666667,0.05778101636807791,3.425941955766935,0.0011576823890209198,66541,5376091,17003,749796
1500,9,837.6006666666667,0.057306544646175864,2.4895835376851716,0.0016140956431627274,67418,5719445,25338,897670
1500,10,840.2133333333334,0.05712834835597309,2.80614799296482,0.0011358270421624184,53474,5716566,20687,899576
2000,1,694.4575,0.05759891714035776,2.29701240411658,0.0012537147849798203,48315,5400664,14198,786241
2000,2,701.133,0.05705051680636912,1.674794893907206,0.0016825515776872635,47277,5320997,13424,778806
2000,3,693.6985,0.057661938147480496,1.9457084604488681,0.0016161222010850906,52756,5717100,20055,896236
2000,4,684.8515,0.05840682250093633,2.4228844898847073,0.0012330114841461182,50121,5724113,19427,899653
2000,5,691.172,0.057872714751176266,1.464804621990033,0.0017170868813991547,42198,5710120,16799,904497
2000,6,695.9845,0.05747254428798342,2.5545557488883364,0.0013488158583641052,57808,5717396,21575,899148
2000,7,696.4575,0.057433511736179166,1.8594248186771551,0.0012904871255159378,40258,5718131,15733,892065
2000,8,695.045,0.05755023056061118,1.8898016920956497,0.0014886008575558662,47197,5716934,17813,899429
2000,9,696.9935,0.05738934437695617,1.8197565305044243,0.0016852356493473053,51451,5326738,14574,777584
2000,10,701.595,0.057012949066056626,1.6656013527385358,0.0017283400520682335,48297,5313435,13360,775495
3000,1,412.4343333333333,0.05819108173179892,1.8831090276727658,0.0015766620635986328,49812,5278956,13740,771800
3000,2,419.46133333333336,0.057216239240168346,2.8748477017257983,0.0011236537247896194,54196,5325936,15209,775669
3000,3,414.9603333333333,0.057836853482381045,2.4606126787919416,0.0012059425935149193,49784,5729570,19578,899781
3000,4,421.48266666666666,0.05694184339727691,2.4879045246414986,0.001142066903412342,47670,5212769,12675,766241
3000,5,425.23266666666666,0.056439690271521945,2.756303915857347,0.0011670496314764023,53968,5520370,10527,919457
3000,6,417.716,0.05745530456099359,2.256018468081468,0.0013506840914487839,51123,5392927,15378,786166
3000,7,415.57666666666665,0.05775107681695315,1.790484459417269,0.0015660794451832771,47044,5723585,18821,894835
3000,8,415.6406666666667,0.05774218435475515,2.7704761565169367,0.0011231070384383202,52203,5225607,9857,812085
3000,9,418.525,0.05734424466877725,2.424875456546289,0.0010985024273395538,44690,5720126,17994,902043
3000,10,416.73966666666666,0.0575899102477246,2.328800612085021,0.001222115010023117,47749,5749958,18712,900965
4000,1,278.621,0.05742567861001145,3.024703662153113,0.0010708998888731003,54344,5304419,14756,777352
4000,2,274.5535,0.058276437925577344,3.0612515875764923,0.0010324716567993164,53027,5350340,15480,783596
4000,3,278.61775,0.057426348464877056,4.474610044365705,0.0009945984929800034,74666,5240896,14133,813374
4000,4,279.00575,0.05734648837882374,2.3854942780059227,0.0012164823710918427,48686,5738345,18896,896877
4000,5,277.86525,0.05758186746993372,3.212540983453077,0.0009947586804628372,53615,5726503,20715,900245
4000,6,280.197,0.0571026813277801,3.368110259598247,0.0010194750502705574,57608,5237530,15204,772733
4000,7,276.70275,0.05782378382578417,3.4163738735427724,0.0010136216878890991,58098,5212519,11616,773598
4000,8,279.0665,0.05733400461897075,2.3081756150358386,0.001314791850745678,50915,5232077,13643,772739
4000,9,283.83425,0.05637092775096733,2.1470497827097352,0.0013846168294548988,49876,5278048,13728,781005
4000,10,277.76825,0.057601975747768146,3.133664823060657,0.0010539395734667778,55410,5427978,16260,789465
5000,1,272.8218,0.05864633984527629,2.1652307080815048,0.0012746602296829224,46304,5467349,13106,775697
5000,2,275.915,0.057988873384919266,2.6861275523757504,0.0012480877339839935,56246,5313063,15153,783939
5000,3,280.1446,0.05711336217082178,1.5187264467639856,0.0017561223357915878,44746,5744864,17673,899815
5000,4,280.042,0.057134286999807174,1.8523470422560409,0.0016659144312143326,51772,5746466,20510,901305
5000,5,277.9338,0.057567665393701666,1.7137245575296078,0.0017895745113492012,51453,5185518,10678,759792
5000,6,279.7366,0.05719666286070539,2.3389047956343467,0.0014002947136759758,54948,5759213,20690,901997
5000,7,276.2384,0.05792098419336341,2.3414823672252987,0.00126564409583807,49719,5448321,12983,756659
5000,8,278.432,0.05746465923457074,1.9767121310252411,0.0014580991119146347,48356,5738605,18702,902020
5000,9,283.672,0.05640316985814603,2.34520157178209,0.0013059284538030624,51383,5318966,14039,784370
5000,10,277.6228,0.05763215413143301,2.00650524033249,0.0013606399297714233,45804,5731993,17800,900098
6000,1,138.97483333333332,0.057564379162174446,4.203512046449266,0.0007883785292506218,55599,5437377,14170,750819
6000,2,141.23316666666668,0.05664391862629057,2.769181199555699,0.0009885458275675774,45927,5746369,17851,906341
6000,3,143.753,0.055651012500608686,4.814088376707624,0.0007809996604919434,63079,5267108,17436,774822
6000,4,139.406,0.057386339181957735,3.9168192587790798,0.0007786853238940239,51170,5378747,14088,777932
6000,5,138.618,0.05771256258206005,3.3236103555464624,0.0009878063574433327,55081,5366468,15570,781235
6000,6,139.239,0.057455167014988616,2.6477660401726233,0.0010239938274025917,45488,5755904,17839,902342
6000,7,140.17283333333333,0.057072399906306144,2.9116386992303402,0.0009432295337319374,46076,5236811,12369,769282
6000,8,141.01183333333333,0.056732827386826876,3.3524136443486316,0.0008074259385466576,45413,5244091,12250,780440
6000,9,137.73366666666666,0.05808311209314595,3.5432713632716495,0.0008461596444249153,50301,5777294,19427,907049
6000,10,138.2745,0.0578559314985771,3.1686391745120965,0.0007725972682237625,41072,5478221,11884,788160
8000,1,138.950125,0.05757461535209126,3.012165696937201,0.0010282620787620544,51964,5384998,15133,783101
8000,2,138.503625,0.057760221077246175,2.873601699888198,0.0010554222390055656,50883,5797971,19698,905071
8000,3,138.927125,0.05758414708430769,3.018981501705937,0.0010446375235915184,52911,5354216,14572,785686
8000,4,138.5375,0.0577460976269963,3.7636435399209702,0.001026424579322338,64812,5277736,13053,772449
8000,5,139.279125,0.057438614724209386,10.584363177152703,0.0010789455845952034,191595,5778203,57493,904285
8000,6,140.496125,0.05694107221818395,3.8165777203885223,0.001171313226222992,75001,5164507,15100,764410
8000,7,137.672375,0.05810897066314139,3.409002328314198,0.0010207965970039368,58383,5779949,21306,903891
8000,8,136.5885,0.05857008459716594,3.508541662535574,0.0010802438482642174,63587,5477149,21527,796481
8000,9,138.899375,0.057595651528309616,3.3595523098980586,0.0011672889813780785,65793,5212952,12923,759442
8000,10,140.170125,0.05707350264544603,3.088021304926764,0.0010491348803043365,54354,5768223,20225,904461
10000,1,138.6081,0.0577166846670577,2.695814221594244,0.001324857585132122,59921,5276950,12467,768036
10000,2,137.3532,0.05824400159588564,2.631474418289738,0.0013205111026763916,58299,5300180,16004,791885
10000,3,141.5821,0.05650431798935035,2.454288733736422,0.0012901648879051208,53124,5434147,14320,769250
10000,4,138.209,0.05788335057774819,2.8368960641928154,0.0012581516057252884,59882,5279724,11697,761094
10000,5,139.1887,0.05747593015812347,2.269126492454793,0.0013644210994243622,51943,5760878,15910,900959
10000,6,142.6956,0.05606339648874948,2.374833294108418,0.001317744143307209,52503,5351581,16031,786353
10000,7,138.1792,0.05789583381579862,2.7585130580123467,0.0013033011928200722,60317,5779258,22667,905395
10000,8,136.9034,0.05843536391353319,2.723046577086589,0.0013225087895989418,60419,5454349,16123,760991
10000,9,138.4056,0.05780112943406914,2.796332138116099,0.0012438753619790077,58356,5465313,16951,796480
10000,10,137.7983,0.05805586861376374,2.506871627222193,0.0012853816151618958,54061,5179572,11679,770379
15000,1,138.229,0.057874975583994674,1.9188708646610089,0.001898779533803463,61128,5508488,18299,767351
15000,2,141.5074,0.05653414591745732,2.401561602246171,0.001974286511540413,79547,5394270,16247,760684
15000,3,138.74973333333332,0.05765776847138685,2.12714829211607,0.0018930090591311455,67557,5246505,13741,777728
15000,4,138.7474,0.0576587381096871,1.9359685082705798,0.0019087959080934525,61998,5364945,13908,766935
15000,5,139.5662,0.05732046870947264,2.509560060069809,0.002008078619837761,84547,5488799,26577,818514
15000,6,138.36973333333333,0.05781611200137217,2.005174999136878,0.0019961800426244736,67154,5343777,13458,759134
15000,7,137.8584,0.05803055889231269,1.6163161647081357,0.0026256684213876724,71201,5529231,23567,799949
15000,8,140.88533333333334,0.05678376741368867,2.3044730852293385,0.0019185962155461311,74178,5343635,14407,759993
15000,9,137.555,0.058158554759914216,2.1899480131568314,0.0018670577555894852,68598,5355143,14221,762168
15000,10,140.977,0.05674684523007299,2.2017099343681226,0.001912824809551239,70657,5835980,27757,915762
20000,1,138.91735,0.05758819902625554,1.5469701965394154,0.0025986507534980774,67445,5400996,19116,793596
20000,2,138.1361,0.05791389796005534,1.5001270570536993,0.0026571089401841164,66874,5431521,19089,829887
20000,3,139.9563,0.057160699446898784,1.3635425668346164,0.0026005348190665245,59491,5887495,23835,939344
20000,4,139.76,0.057240984544934176,1.6096352481562628,0.0025359932333230972,68485,5282542,13471,785150
20000,5,137.7051,0.058095161326632054,1.823965051477897,0.0026563135907053947,81286,5519951,24287,807875
20000,6,139.38115,0.057396570483167916,1.5794867489603353,0.002484925091266632,65849,5881450,25441,925643
20000,7,137.53655,0.05816635650668858,1.7250166512408418,0.0024763504043221474,71668,5398008,14077,838735
20000,8,136.40305,0.05864971494405734,1.5133686842075762,0.0026583969593048096,67497,5394748,13601,841418
20000,9,140.68015,0.05686658707713917,1.4172376882928786,0.0025823786854743958,61402,5616985,18125,806140
20000,10,139.5896,0.0573108598348301,1.5843813326579763,0.0024527953937649727,65199,5891617,25906,932381
25000,1,138.61444,0.057714044799373,1.282807622308757,0.003082110546529293,66333,5960857,26917,938850
25000,2,138.3048,0.05784325634395914,1.2963769932321694,0.003091275691986084,67234,5954720,26349,937701
25000,3,129.93308,0.061570155960283555,1.183236732133161,0.0032227924093604088,63977,5926239,25101,937505
25000,4,136.16296,0.058753129338551396,1.2256529045523437,0.003163393586874008,65049,5625206,22090,823159
25000,5,124.77128,0.06411731930617366,1.3279220941931769,0.0031592315062880516,70384,5937508,28483,942392
25000,6,118.07844,0.06775157259868948,1.239344367108953,0.0031463373452425003,65421,5958544,26004,941600
25000,7,119.63552,0.06686977245553828,1.2597134858911077,0.0032516997307538986,68723,5959384,26744,940083
25000,8,137.89388,0.05801562766962537,1.1227377933034834,0.0032930895686149597,62030,5938207,24335,936281
25000,9,139.29152,0.05743350348965967,1.1803646366183704,0.003172461874783039,62825,5936553,24167,945321
25000,10,137.37796,0.05823350412249534,1.1964510329428477,0.0032007982954382896,64250,5932969,25674,938089
30000,1,138.457,0.05777967166701575,1.1625312794453957,0.0037608621641993523,73352,5730849,27416,830714
30000,2,112.3197,0.07122526146348325,1.1010478821332406,0.0039503006264567375,72972,5385663,14589,793260
30000,3,111.83566666666667,0.07153352985183617,3.0440343387304702,0.003950212150812149,201739,5392173,42705,802595
30000,4,134.62296666666666,0.0594252243735529,1.2499107938280256,0.0039202626794576645,82208,5492312,16391,800800
30000,5,123.01533333333333,0.06503254336857736,1.1064551289814704,0.003937244415283203,73088,5362750,14589,812475
30000,6,106.5893,0.07505443792200531,0.9765188091660953,0.0038309209048748016,62763,5386342,13537,804628
30000,7,110.7649,0.07222504602089651,1.1433107089116803,0.00386026781052351,74046,5370044,15962,801670
30000,8,118.57966666666667,0.06746519217741097,0.9955359339468731,0.0038612596690654755,64492,5388414,14805,807259
30000,9,107.8181,0.07419904450180442,0.8662303811597476,0.0038063889369368553,55318,5719257,19848,843996
30000,10,129.02986666666666,0.062001149087963094,0.8363003372492737,0.0039232997223734856,55047,5707373,20250,837275
35000,1,106.86334285714285,0.07486196656504154,0.8236851716776583,0.0043577952310442924,60221,5431199,12844,812949
35000,2,105.27894285714285,0.07598860496590962,2.23585251305305,0.004593272693455219,172300,6045311,60203,958573
35000,3,105.56245714285714,0.07578451863027061,1.1976920120519676,0.0044853826984763145,90129,5689967,26181,856889
