N,Trial,Latency_ns,App_Bandwidth_GBps,Perf_Elapsed,Cach_Misses,Perf_Bandwidth_GBps
1,1,868930.0157129765,0.09206725346500802,0.0013595111668109894,201073,9.465661124495279
1,2,1139342.3192203045,0.07021594708669038,0.001767992042005062,75127,2.7195416527707614
1,3,1135291.0660207272,0.070466510654757,0.001824652310460806,42380,1.4864859373208577
5,1,242968.55553984642,0.06585214273694782,0.0015773321501910686,39809,1.615243815128841
5,2,248195.97601890567,0.06446518697297995,0.0013277120888233185,38008,1.832108045469261
5,3,233932.0257306099,0.0683959365975191,0.001539893914014101,39795,1.653932116246209
10,1,119131.2912851572,0.06715280186841,0.0014098742976784706,38588,1.7516682189799113
10,2,123567.22727417944,0.0647420855551695,0.0016505070962011814,36460,1.4137715647334457
10,3,116285.21606326103,0.06879636355190562,0.0017043603584170341,38372,1.44089715996498
50,1,23945.001885294914,0.06681979010336143,0.0016107182018458843,39747,1.5793004617969761
50,2,23437.533527612686,0.06826656901055637,0.0013585947453975677,173265,8.16208073641196
50,3,24672.960862517357,0.06484831751306697,0.0012188022956252098,61809,3.2456256557761103
75,1,15232.345710198084,0.06985135580842614,0.0012557720765471458,45928,2.34070501717327
75,2,15815.75721502304,0.06727467964602603,0.0015601511113345623,34550,1.4172986090485342
75,3,15586.831917365393,0.06826274932846299,0.0012033251114189625,33655,1.7899734490374715
100,1,11981.059797108173,0.06677205635791028,0.001568830106407404,41004,1.6727470930612778
100,2,11640.200391411781,0.06872733914359803,0.0016337418928742409,51643,2.023056404696368
100,3,12157.401069998741,0.06580353772930869,0.0016864277422428131,36103,1.3701102882280023
200,1,5671.868566423655,0.07052349597237165,0.0015640049241483212,41013,1.6782760459845434
200,2,6170.626729726791,0.06482323717184402,0.001581353135406971,39628,1.603811282384624
200,3,5935.369990766048,0.067392597365,0.0012820158153772354,38434,1.9186783583291496
300,1,3815.6332448124886,0.06918903968533112,0.0030407030135393143,38731,0.8152009548327271
300,2,3980.553398529689,0.06632243649777808,0.0017188112251460552,36501,1.3591160947889982
300,3,3907.1434487899146,0.06756854552697923,0.0017399489879608154,42174,1.5512730652887314
400,1,3117.1704176813364,0.06416075260613027,0.0012642513029277325,40837,2.067285193970172
400,2,3176.972968503833,0.06295300651997307,0.0017101592384278774,35261,1.3195870590826106
400,3,3205.244429409504,0.062397737334760964,0.0017928588204085827,38925,1.3895126440754935
500,1,2513.3443996310234,0.0636601971554273,0.0016425750218331814,34323,1.3373343505177764
500,2,2583.3463296294212,0.06193517228599847,0.0017508738674223423,41455,1.515311896170999
500,3,2612.4799624085426,0.06124448887733862,0.0013442328199744225,42158,2.0071761081174455
600,1,2043.5832751293976,0.06263507905832473,0.0016816859133541584,40230,1.5310350045477077
600,2,2123.183415581783,0.060286831114365204,0.0015977639704942703,46178,1.8497049968436488
600,3,2049.861941486597,0.062443229668029294,0.0016476032324135303,44014,1.709693174049922
700,1,1796.9270369836263,0.06232862976340233,0.001636967994272709,66562,2.602352651306825
700,2,1819.9998885393143,0.06153846530720854,0.0015150653198361397,70219,2.9662193049775873
700,3,1792.6402922187533,0.06247767635601755,0.001244954764842987,62305,3.2029436832613785
800,1,1547.722495160997,0.0620266231835145,0.0012231692671775818,79213,4.144669209763576
800,2,1559.051452204585,0.061575902363100773,0.0012319069355726242,54995,2.857098940159758
800,3,1560.8326066285372,0.061505634615978425,0.0017306748777627945,48606,1.7974398542268333
900,1,1419.0546547373135,0.0620131153555111,0.0017426582053303719,49158,1.8053523005124015
900,2,1422.4400122960408,0.06186552630641642,0.001260009128600359,46028,2.337913220733757
900,3,1411.0142365098,0.06236648626428569,0.0013278461992740631,44784,2.1585150460700535
1000,1,1275.3731571137905,0.06272673966342722,0.0016581281088292599,39026,1.5063154569905362
1000,2,1301.6508892178535,0.06146041205262883,0.0012657791376113892,41102,2.078188778623721
1000,3,1302.1989725530148,0.06143454394158882,0.0016657281666994095,48350,1.8576860629855716
1500,1,767.5786813100179,0.06253430582266685,0.001493354793637991,42597,1.8255594796455779
1500,2,767.1546190977097,0.06256887308643894,0.0015038875862956047,40256,1.7131493227802899
1500,3,761.6393268108368,0.06302195581337337,0.0011477191001176834,42451,2.3671854896563294
2000,1,638.6698223650455,0.06263017070679305,0.0013326066546142101,37534,1.8026144411648841
2000,2,651.0340608656406,0.061440717781822994,0.0017397170886397362,56791,2.0892040572193658
2000,3,639.9219855666161,0.0625076195258117,0.001651328057050705,43222,1.6751414040287587
3000,1,380.7484172284603,0.0630337485699889,0.0011776397004723549,40493,2.200632331739938
3000,2,384.8116224010785,0.06236817861749888,0.001300422940403223,50817,2.500946345187944
3000,3,387.35227038462955,0.06195910501871771,0.001160161104053259,42306,2.3338000132399754
4000,1,255.44315576553342,0.06263624465509698,0.0013986923731863499,39337,1.7999440393492305
4000,2,254.40799072384834,0.06289110634644916,0.0013293353840708733,48430,2.331631307750362
4000,3,255.33768348395822,0.06266211779510097,0.0010461979545652866,47724,2.919462790642837
5000,1,254.81181219220161,0.06279143758034021,0.0014162762090563774,42887,1.9380174449366463
5000,2,263.60219344496727,0.060697522243267486,0.0012472332455217838,44230,2.2695995397522934
5000,3,255.81857189536098,0.06254432538441572,0.0012440131977200508,61599,3.1690467651189436
6000,1,126.33297592401505,0.0633247174103753,0.000760332215577364,46687,3.9298190169820226
6000,2,129.33633600672084,0.06185423406137225,0.0007841708138585091,41618,3.3966477110949898
6000,3,128.0320187409719,0.06248436975898356,0.0007565678097307682,52484,4.439755375258859
8000,1,128.46803292632103,0.06227230088117064,0.0010882490314543247,44221,2.600640035689097
8000,2,130.11449482291937,0.06148431049813228,0.001181907020509243,43252,2.342086096423481
8000,3,130.80734061077237,0.06115864723375606,0.0010897680185735226,43297,2.5427503402303695
10000,1,127.56208889186382,0.06271455782432124,0.001326363068073988,41550,2.0048809138371326
10000,2,128.32838110625744,0.06234006796498044,0.0012739277444779873,54490,2.7374864980501723
10000,3,127.38429941236973,0.06280208814511999,0.0013240189291536808,47183,2.280716637435247
15000,1,129.43999220927554,0.06180470087688036,0.0019388608634471893,54228,1.790016016842733
15000,2,129.70234577854472,0.06167968630004033,0.0019205030985176563,56190,1.8725093454812454
15000,3,127.15126698215803,0.06291718666965833,0.0019363691098988056,47065,1.5555711897084619
20000,1,128.4969039261341,0.06225830938774032,0.002493829932063818,45579,1.1697092742751438
20000,2,131.3966466113925,0.060884354405635,0.0024722199887037277,48432,1.2537913349795602
20000,3,129.22263704240322,0.06190865767098433,0.002619706094264984,43684,1.0672097935415217
25000,1,126.52363628149034,0.06322929244778869,0.0032865428365767,51067,0.9944455808171621
25000,2,104.19484227895737,0.07677923230193935,0.00327513599768281,48317,0.9441708686869258
25000,3,105.34748435020447,0.07593916503412426,0.0031967507675290108,40498,0.8107832572770246
30000,1,100.74473296602567,0.07940861784504263,0.003935252781957388,50304,0.8181065304777316
30000,2,128.02936447163424,0.0624856651676378,0.0037898248992860317,51564,0.8707779614360832
30000,3,107.3632234086593,0.07451341107326298,0.004255239851772785,58873,0.8854664205192236
35000,1,98.99483993649483,0.08081229289457914,0.004637459293007851,57388,0.7919922888676841
35000,2,100.1069721366678,0.07991451373714768,0.004560285247862339,66197,0.9290225873449331
35000,3,101.22232405202729,0.07903394903171831,0.004460853990167379,54145,0.7768198662494166
40000,1,97.60372340679169,0.08196408621275329,0.00521136773750186,65852,0.8087182122404379
40000,2,98.81705045700073,0.08095768860740406,0.004959571175277233,51122,0.6596957447267828
40000,3,97.94775396585464,0.08167619650358561,0.005196122918277979,49512,0.6098331486450181
50000,1,97.15523570775986,0.08234244857440075,0.006412776652723551,56836,0.5672276140250615
50000,2,99.49709288775921,0.0804043592411755,0.006320713087916374,51620,0.5226752035804016
50000,3,98.45869615674019,0.08125234552430485,0.006378122139722109,53175,0.5335739776454447
60000,1,97.34324800471465,0.08218340936818272,0.007819273974746466,61499,0.5033633573541103
60000,2,98.23692962527275,0.08143576993413987,0.007670745253562927,59023,0.49245175991803797
60000,3,98.50970624635616,0.08121027160504721,0.007851679809391499,59161,0.4822285284062592
75000,1,97.89898370703062,0.08171688506941548,0.009557267650961876,68280,0.4572352851874141
75000,2,98.62334777911504,0.08111669478020009,0.009348602965474129,65957,0.45153784106456735
75000,3,98.64297385017076,0.0811005557491731,0.009760381188243628,65349,0.4285012971663054
90000,1,99.86430199609863,0.08010870591487772,0.011687520891427994,73871,0.40451213254878376
90000,2,98.41880140205224,0.08128528173513383,0.011342421174049377,73633,0.41547672473861924
90000,3,98.30956761207845,0.08137559948963817,0.01158776506781578,68985,0.38100876002935796
100000,1,106.08983691781759,0.075407788648004,0.013218340929597616,82048,0.397256511083184
100000,2,98.85007049888372,0.08093064536651333,0.01327934768050909,74284,0.3580127664687923
100000,3,98.51600043475628,0.08120508307986093,0.012718125712126493,79511,0.4001143026246404
110000,1,116.0696910863573,0.06892410865510015,0.014187681023031473,95993,0.43302016658162157
110000,2,99.36576031825759,0.08051063036580086,0.014452094212174416,79888,0.3537779317611257
