#Time,Time_usec,ProducerName,component_id,job_id,app_id,MemTotal,MemFree,MemAvailable,Buffers,Cached,SwapCached,Active,Inactive,Active(anon),Inactive(anon),Active(file),Inactive(file),Unevictable,Mlocked,SwapTotal,SwapFree,Dirty,Writeback,AnonPages,Mapped,Shmem,Slab,SReclaimable,SUnreclaim,KernelStack,PageTables,NFS_Unstable,Bounce,WritebackTmp,CommitLimit,Committed_AS,VmallocTotal,VmallocUsed,VmallocChunk,HardwareCorrupted,AnonHugePages,ShmemHugePages,ShmemPmdMapped,CmaTotal,CmaFree,HugePages_Total,HugePages_Free,HugePages_Rsvd,HugePages_Surp,Hugepagesize,DirectMap4k,DirectMap2M,DirectMap1G
1727407645.001969,1969,121411e04560,1,0,0,115386068,97852492,110467412,2081652,7605400,0,7588644,3984320,1891320,36048,5697324,3948272,256,256,2097148,2097148,552,0,1886532,633096,41512,4818116,3934572,883544,45984,60452,0,0,0,59790180,17143972,34359738367,0,0,0,0,0,0,0,0,0,0,0,0,2048,1582648,30820352,102760448
1727407645.501607,501607,121411e04560,1,0,0,115386068,97854300,110469260,2081664,7605428,0,7587936,3984348,1890600,36048,5697336,3948300,256,256,2097148,2097148,568,0,1885792,633088,41512,4818124,3934572,883552,45952,60548,0,0,0,59790180,17145260,34359738367,0,0,0,0,0,0,0,0,0,0,0,0,2048,1582648,30820352,102760448
1727407646.001585,1585,121411e04560,1,0,0,115386068,97853276,110468272,2081668,7605432,0,7587492,3984352,1890156,36048,5697336,3948304,256,256,2097148,2097148,568,0,1885328,633088,41512,4818156,3934604,883552,45888,60384,0,0,0,59790180,17145260,34359738367,0,0,0,0,0,0,0,0,0,0,0,0,2048,1582648,30820352,102760448
1727407646.501221,501221,121411e04560,1,0,0,115386068,97853432,110468440,2081676,7605432,0,7587588,3984356,1890244,36048,5697344,3948308,256,256,2097148,2097148,568,0,1885356,633088,41512,4818156,3934604,883552,45888,60384,0,0,0,59790180,17145260,34359738367,0,0,0,0,0,0,0,0,0,0,0,0,2048,1582648,30820352,102760448
1727407647.002233,2233,121411e04560,1,0,0,115386068,97852952,110467964,2081680,7605432,0,7587780,3984356,1890432,36048,5697348,3948308,256,256,2097148,2097148,568,0,1886004,633204,41512,4818156,3934604,883552,45840,60368,0,0,0,59790180,17145260,34359738367,0,0,0,0,0,0,0,0,0,0,0,0,2048,1582648,30820352,102760448
1727407647.500872,500872,121411e04560,1,0,0,115386068,97853316,110468332,2081688,7605432,0,7587748,3984356,1890396,36048,5697352,3948308,256,256,2097148,2097148,568,0,1886004,632980,41512,4818076,3934604,883472,45872,60432,0,0,0,59790180,17149396,34359738367,0,0,0,0,0,0,0,0,0,0,0,0,2048,1582648,30820352,102760448
1727407648.001861,1861,121411e04560,1,0,0,115386068,97853320,110468392,2081696,7605448,0,7588640,3984368,1891276,36048,5697364,3948320,256,256,2097148,2097148,568,0,1886268,633220,41512,4818116,3934636,883480,45904,60360,0,0,0,59790180,17149396,34359738367,0,0,0,0,0,0,0,0,0,0,0,0,2048,1582648,30820352,102760448
1727407648.501516,501516,121411e04560,1,0,0,115386068,97853328,110468412,2081700,7605452,0,7588648,3984372,1891276,36048,5697372,3948324,256,256,2097148,2097148,568,0,1886268,633220,41512,4818116,3934636,883480,45904,60360,0,0,0,59790180,17149396,34359738367,0,0,0,0,0,0,0,0,0,0,0,0,2048,1582648,30820352,102760448
1727407649.001483,1483,121411e04560,1,0,0,115386068,97853304,110468392,2081700,7605460,0,7588424,3984376,1891052,36048,5697372,3948328,256,256,2097148,2097148,572,0,1886112,633080,41512,4818116,3934636,883480,45936,60372,0,0,0,59790180,17149396,34359738367,0,0,0,0,0,0,0,0,0,0,0,0,2048,1582648,30820352,102760448
1727407649.501123,501123,121411e04560,1,0,0,115386068,97852424,110467512,2081704,7605460,0,7589496,3984376,1892124,36048,5697372,3948328,256,256,2097148,2097148,572,0,1887276,633080,41512,4818012,3934636,883376,45968,60456,0,0,0,59790180,17155876,34359738367,0,0,0,0,0,0,0,0,0,0,0,0,2048,1582648,30820352,102760448
1727407650.002128,2128,121411e04560,1,0,0,115386068,97852284,110467380,2081704,7605464,0,7590308,3984380,1892932,36048,5697376,3948332,256,256,2097148,2097148,572,0,1888008,633248,41512,4818016,3934636,883380,45952,60504,0,0,0,59790180,17155272,34359738367,0,0,0,0,0,0,0,0,0,0,0,0,2048,1582648,30820352,102760448
