#Time,Time_usec,ProducerName,component_id,job_id,app_id,MemTotal,MemFree,MemAvailable,Buffers,Cached,SwapCached,Active,Inactive,Active(anon),Inactive(anon),Active(file),Inactive(file),Unevictable,Mlocked,SwapTotal,SwapFree,Dirty,Writeback,AnonPages,Mapped,Shmem,Slab,SReclaimable,SUnreclaim,KernelStack,PageTables,NFS_Unstable,Bounce,WritebackTmp,CommitLimit,Committed_AS,VmallocTotal,VmallocUsed,VmallocChunk,HardwareCorrupted,AnonHugePages,ShmemHugePages,ShmemPmdMapped,CmaTotal,CmaFree,HugePages_Total,HugePages_Free,HugePages_Rsvd,HugePages_Surp,Hugepagesize,DirectMap4k,DirectMap2M,DirectMap1G
1727449229.501062,501062,52199445232c,1,0,0,115386068,97791244,110532676,2133328,7658448,0,7611492,3979620,1804740,36020,5806752,3943600,256,256,2097148,2097148,28,0,1799940,583620,41516,4869016,3956152,912864,43536,54016,0,0,0,59790180,15504320,34359738367,0,0,0,0,0,0,0,0,0,0,0,0,2048,1584696,30818304,102760448
1727449230.002064,2064,52199445232c,1,0,0,115386068,97792020,110533504,2133356,7658476,0,7611224,3979652,1804452,36020,5806772,3943632,256,256,2097148,2097148,100,0,1799564,583628,41516,4869040,3956152,912888,43488,53892,0,0,0,59790180,15504320,34359738367,0,0,0,0,0,0,0,0,0,0,0,0,2048,1584696,30818304,102760448
1727449230.500688,500688,52199445232c,1,0,0,115386068,97791624,110533160,2133372,7658484,0,7611676,3979660,1804892,36020,5806784,3943640,256,256,2097148,2097148,108,0,1800024,583736,41516,4868996,3956184,912812,43472,54052,0,0,0,59790180,15504256,34359738367,0,0,0,0,0,0,0,0,0,0,0,0,2048,1584696,30818304,102760448
1727449231.001715,1715,52199445232c,1,0,0,115386068,97812316,110553872,2133384,7658468,0,7592440,3979656,1785636,36012,5806804,3943644,256,256,2097148,2097148,556,0,1780684,583476,41496,4868892,3956184,912708,43088,52432,0,0,0,59790180,15247156,34359738367,0,0,0,0,0,0,0,0,0,0,0,0,2048,1584696,30818304,102760448
1727449231.501344,501344,52199445232c,1,0,0,115386068,97818764,110560444,2133400,7658592,0,7582964,3979772,1776144,36020,5806820,3943752,256,256,2097148,2097148,760,0,1770960,583296,41484,4868956,3956184,912772,42880,52416,0,0,0,59790180,15115632,34359738367,0,0,0,0,0,0,0,0,0,0,0,0,2048,1584696,30818304,102760448
1727449232.001364,1364,52199445232c,1,0,0,115386068,97808444,110550148,2133412,7658612,0,7592832,3979792,1786008,36020,5806824,3943772,256,256,2097148,2097148,1068,0,1781668,582656,41504,4869136,3956184,912952,43200,52796,0,0,0,59790180,15262860,34359738367,0,0,0,0,0,0,0,0,0,0,0,0,2048,1584696,30818304,102760448
1727449232.501013,501013,52199445232c,1,0,0,115386068,97797504,110539244,2133428,7658624,0,7603020,3979804,1796172,36020,5806848,3943784,256,256,2097148,2097148,1136,0,1790720,584964,41512,4868920,3956184,912736,43424,53712,0,0,0,59790180,15413164,34359738367,0,0,0,0,0,0,0,0,0,0,0,0,2048,1584696,30818304,102760448
1727449233.002038,2038,52199445232c,1,0,0,115386068,97789496,110531256,2133440,7658628,0,7611532,3979816,1804672,36028,5806860,3943788,256,256,2097148,2097148,1144,0,1799824,583916,41512,4868932,3956184,912748,43568,53836,0,0,0,59790180,15542152,34359738367,0,0,0,0,0,0,0,0,0,0,0,0,2048,1584696,30818304,102760448
1727449233.500677,500677,52199445232c,1,0,0,115386068,97789256,110531028,2133452,7658640,0,7611920,3979820,1805052,36028,5806868,3943792,256,256,2097148,2097148,1148,0,1800292,583628,41516,4868932,3956184,912748,43504,53832,0,0,0,59790180,15542152,34359738367,0,0,0,0,0,0,0,0,0,0,0,0,2048,1584696,30818304,102760448
1727449234.001671,1671,52199445232c,1,0,0,115386068,97786728,110528512,2133464,7658640,0,7613372,3979820,1806492,36028,5806880,3943792,256,256,2097148,2097148,1148,0,1801524,583676,41516,4868932,3956184,912748,43488,53812,0,0,0,59790180,15542152,34359738367,0,0,0,0,0,0,0,0,0,0,0,0,2048,1584696,30818304,102760448
1727449234.501306,501306,52199445232c,1,0,0,115386068,97787428,110529220,2133480,7658632,0,7613788,3979820,1806900,36028,5806888,3943792,256,256,2097148,2097148,1148,0,1801684,583964,41516,4868932,3956184,912748,43488,53700,0,0,0,59790180,15544692,34359738367,0,0,0,0,0,0,0,0,0,0,0,0,2048,1584696,30818304,102760448
1727449235.002269,2269,52199445232c,1,0,0,115386068,97787304,110529104,2133492,7658628,0,7613648,3979820,1806752,36028,5806896,3943792,256,256,2097148,2097148,1148,0,1801552,583896,41516,4868932,3956184,912748,43488,53664,0,0,0,59790180,15544692,34359738367,0,0,0,0,0,0,0,0,0,0,0,0,2048,1584696,30818304,102760448
