#Time,Time_usec,ProducerName,component_id,job_id,app_id,MemTotal,MemFree,MemAvailable,Buffers,Cached,SwapCached,Active,Inactive,Active(anon),Inactive(anon),Active(file),Inactive(file),Unevictable,Mlocked,SwapTotal,SwapFree,Dirty,Writeback,AnonPages,Mapped,Shmem,Slab,SReclaimable,SUnreclaim,KernelStack,PageTables,NFS_Unstable,Bounce,WritebackTmp,CommitLimit,Committed_AS,VmallocTotal,VmallocUsed,VmallocChunk,HardwareCorrupted,AnonHugePages,ShmemHugePages,ShmemPmdMapped,CmaTotal,CmaFree,HugePages_Total,HugePages_Free,HugePages_Rsvd,HugePages_Surp,Hugepagesize,DirectMap4k,DirectMap2M,DirectMap1G
1727445892.002595,2595,aefb57a6659b,1,0,0,115386068,97827484,110555356,2125120,7655412,0,7519004,4044940,1788816,36032,5730188,4008908,256,256,2097148,2097148,1056,0,1783908,581720,41516,4863608,3953888,909720,43856,53976,0,0,0,59790180,15684692,34359738367,0,0,0,0,0,0,0,0,0,0,0,0,2048,1582648,30820352,102760448
1727445893.001764,1764,aefb57a6659b,1,0,0,115386068,97828220,110556156,2125144,7655440,0,7519072,4044968,1788880,36032,5730192,4008936,256,256,2097148,2097148,1072,0,1783852,581652,41516,4863640,3953920,909720,43792,53832,0,0,0,59790180,15684692,34359738367,0,0,0,0,0,0,0,0,0,0,0,0,2048,1582648,30820352,102760448
1727445894.002286,2286,aefb57a6659b,1,0,0,115386068,97828088,110556028,2125156,7655444,0,7518604,4044972,1788412,36032,5730192,4008940,256,256,2097148,2097148,1072,0,1783188,581952,41516,4863656,3953920,909736,43792,54012,0,0,0,59790180,15686888,34359738367,0,0,0,0,0,0,0,0,0,0,0,0,2048,1582648,30820352,102760448
1727445895.001478,1478,aefb57a6659b,1,0,0,115386068,97828888,110556840,2125156,7655452,0,7518580,4044984,1788388,36032,5730192,4008952,256,256,2097148,2097148,1076,0,1783412,581680,41516,4863656,3953920,909736,43824,53888,0,0,0,59790180,15693964,34359738367,0,0,0,0,0,0,0,0,0,0,0,0,2048,1582648,30820352,102760448
1727445896.002036,2036,aefb57a6659b,1,0,0,115386068,97828888,110556844,2125168,7655456,0,7518808,4044988,1788616,36032,5730192,4008956,256,256,2097148,2097148,1076,0,1783632,581688,41516,4863656,3953920,909736,43824,53892,0,0,0,59790180,15693964,34359738367,0,0,0,0,0,0,0,0,0,0,0,0,2048,1582648,30820352,102760448
1727445897.001215,1215,aefb57a6659b,1,0,0,115386068,97826756,110554712,2125176,7655456,0,7519028,4044988,1788836,36032,5730192,4008956,256,256,2097148,2097148,1076,0,1783884,581676,41516,4863688,3953920,909768,43840,53924,0,0,0,59790180,15695820,34359738367,0,0,0,0,0,0,0,0,0,0,0,0,2048,1582648,30820352,102760448
1727445898.002765,2765,aefb57a6659b,1,0,0,115386068,97826668,110554964,2125180,7655460,0,7518436,4044980,1788176,36032,5730260,4008948,256,256,2097148,2097148,1052,0,1783288,581712,41516,4864732,3954200,910532,43824,53896,0,0,0,59790180,15686780,34359738367,0,0,0,0,0,0,0,0,0,0,0,0,2048,1582648,30820352,102760448
1727445899.001952,1952,aefb57a6659b,1,0,0,115386068,97826272,110554576,2125196,7655464,0,7519008,4044988,1788748,36032,5730260,4008956,256,256,2097148,2097148,1064,0,1783544,581720,41516,4864756,3954200,910556,43792,53836,0,0,0,59790180,15687640,34359738367,0,0,0,0,0,0,0,0,0,0,0,0,2048,1582648,30820352,102760448
1727445900.002474,2474,aefb57a6659b,1,0,0,115386068,97827020,110555328,2125208,7655472,0,7518960,4044992,1788700,36032,5730260,4008960,256,256,2097148,2097148,1068,0,1783696,581676,41516,4864756,3954200,910556,43808,53864,0,0,0,59790180,15694688,34359738367,0,0,0,0,0,0,0,0,0,0,0,0,2048,1582648,30820352,102760448
1727445901.001651,1651,aefb57a6659b,1,0,0,115386068,97826772,110555080,2125224,7655472,0,7519260,4044992,1789000,36032,5730260,4008960,256,256,2097148,2097148,1068,0,1783704,581720,41516,4864780,3954200,910580,43776,53784,0,0,0,59790180,15701084,34359738367,0,0,0,0,0,0,0,0,0,0,0,0,2048,1582648,30820352,102760448
